Name,Morningstar Category,YTD (Daily),1 Yr,3 Yr,5 Yr,10 Yr,Life of Fund,Expense Ratio - Net,Expense Ratio - Gross,Morningstar- Overall,Morningstar- 3yrs,Morningstar- 5yrs,Morningstar- 10yrs,Morningstar Category Risk,Standard Deviation,3 Year Sharpe Ratio,Beta,R2,Manager Tenure,Inception Date,Assets (Millions),Turnover Rates,Minimum Investment,Load (Y/N),Expense Ratio - Net,Expense Ratio - Gross,NTF,1-year Rank,3-year Rank,5-year Rank,10-year Rank,Average Maturity,Average Duration,Minimum Investment,7-Day Yield,30-Day Yield,Last Dividend,YTD (Daily),1 Month,3 Month,YTD,NAV ($),NAV Change ($),NAV Change (%),30-Day Yield (%),7-Day Yield (%),Minimum Investment,Last Dividend
AB Growth Fund Class C (AGRCX),Large Growth,12.64%,36.90% (6/30/2021),21.97% (6/30/2021),22.29% (6/30/2021),16.39% (6/30/2021),11.16% (6/30/2021),1.92%,1.93%,3 (1138 Rated),3 (1138 Rated),3 (1024 Rated),3 (761 Rated),6,19.11 (06/30/2021),1.08 (06/30/2021),0.93 (06/30/2021),0.94 (06/30/2021),13 years,09/04/1990,"$1,597.93",38% (07/31/2020),"$2,500.00",N,1.92%,1.93%,N,  78% (1239 Funds),  54% (1138 Funds),  43% (1024 Funds),  44% (761 Funds),-,-,"$2,500",-,-,$   0.00 (12/16/2015),12.64% (7/15/2021),4.86% (6/30/2021),11.40% (6/30/2021),10.72% (6/30/2021),$43.94,-$0.20,-0.45%,-,-,"$2,500.00",$   0.00 (12/16/2015)
AB Large Cap Growth Fund Class A (APGAX),Large Growth,17.75%,38.78% (6/30/2021),24.70% (6/30/2021),23.64% (6/30/2021),18.27% (6/30/2021),11.41% (6/30/2021),0.86%,0.87%,5 (1138 Rated),4 (1138 Rated),4 (1024 Rated),5 (761 Rated),6,17.00 (06/30/2021),1.38 (06/30/2021),0.84 (06/30/2021),0.95 (06/30/2021),9 years,09/28/1992,"$17,898.11",32% (07/31/2020),"$2,500.00",Y,0.86%,0.87%,Y,  66% (1239 Funds),  27% (1138 Funds),  28% (1024 Funds),  14% (761 Funds),-,-,"$2,500",-,-,$0.0019 (12/14/2016),17.75% (7/15/2021),5.45% (6/30/2021),13.84% (6/30/2021),15.03% (6/30/2021),$87.90,-$0.34,-0.39%,-,-,"$2,500.00",$0.0019 (12/14/2016)
AB Large Cap Growth Fund Class C (APGCX),Large Growth,17.27%,37.75% (6/30/2021),23.76% (6/30/2021),22.71% (6/30/2021),17.37% (6/30/2021),10.61% (6/30/2021),1.61%,1.62%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),4 (761 Rated),6,17.01 (06/30/2021),1.32 (06/30/2021),0.84 (06/30/2021),0.95 (06/30/2021),9 years,09/28/1992,"$17,898.11",32% (07/31/2020),"$2,500.00",N,1.61%,1.62%,N,  73% (1239 Funds),  34% (1138 Funds),  41% (1024 Funds),  26% (761 Funds),-,-,"$2,500",-,-,$   0.00 (12/16/2015),17.27% (7/15/2021),5.38% (6/30/2021),13.63% (6/30/2021),14.58% (6/30/2021),$61.11,-$0.24,-0.39%,-,-,"$2,500.00",$   0.00 (12/16/2015)
AB Relative Value Fund Class A (CABDX),Large Value,19.76%,46.65% (6/30/2021),12.81% (6/30/2021),13.22% (6/30/2021),12.18% (6/30/2021),10.15% (6/30/2021),0.90%,0.99%,4 (1141 Rated),3 (1141 Rated),4 (1012 Rated),4 (740 Rated),6,20.36 (06/30/2021),0.56 (06/30/2021),1.00 (06/30/2021),0.98 (06/30/2021),17 years,07/01/1932,"$1,981.15",55% (10/31/2020),"$2,500.00",Y,0.90%,0.99%,N,  33% (1210 Funds),  37% (1141 Funds),  29% (1012 Funds),  18% (740 Funds),-,-,"$2,500",-,-,$0.0675 (12/11/2020),19.76% (7/15/2021),-0.58% (6/30/2021),6.54% (6/30/2021),19.58% (6/30/2021),$6.85,-$0.02,-0.29%,-,-,"$2,500.00",$0.0675 (12/11/2020)
AB Relative Value Fund Class C (CBBCX),Large Value,19.30%,45.30% (6/30/2021),11.97% (6/30/2021),12.35% (6/30/2021),11.36% (6/30/2021),9.33% (6/30/2021),1.65%,1.74%,3 (1141 Rated),3 (1141 Rated),3 (1012 Rated),3 (740 Rated),6,20.31 (06/30/2021),0.53 (06/30/2021),1.00 (06/30/2021),0.98 (06/30/2021),17 years,07/01/1932,"$1,981.15",55% (10/31/2020),"$2,500.00",N,1.65%,1.74%,N,  38% (1210 Funds),  50% (1141 Funds),  46% (1012 Funds),  42% (740 Funds),-,-,"$2,500",-,-,$0.0149 (12/11/2020),19.30% (7/15/2021),-0.73% (6/30/2021),6.21% (6/30/2021),18.96% (6/30/2021),$6.86,-$0.01,-0.15%,-,-,"$2,500.00",$0.0149 (12/11/2020)
AB Select US Equity Portfolio Class A (AUUAX),Large Blend,18.84%,42.31% (6/30/2021),17.38% (6/30/2021),16.72% (6/30/2021),-,15.34% (6/30/2021),1.53%,1.53%,3 (1257 Rated),3 (1257 Rated),3 (1099 Rated),-,6,17.67 (06/30/2021),0.91 (06/30/2021),0.95 (06/30/2021),0.98 (06/30/2021),10 years,12/08/2011,$216.46,183% (06/30/2020),"$2,500.00",Y,1.53%,1.53%,Y,  39% (1386 Funds),  50% (1257 Funds),  48% (1099 Funds),-,-,-,"$2,500",-,-,$0.0694 (12/11/2019),18.84% (7/15/2021),1.55% (6/30/2021),8.14% (6/30/2021),17.05% (6/30/2021),$22.65,-$0.05,-0.22%,-,-,"$2,500.00",$0.0694 (12/11/2019)
AB Select US Equity Portfolio Class C (AUUCX),Large Blend,18.38%,41.25% (6/30/2021),16.49% (6/30/2021),15.85% (6/30/2021),-,14.49% (6/30/2021),2.27%,2.28%,3 (1257 Rated),3 (1257 Rated),3 (1099 Rated),-,6,17.64 (06/30/2021),0.86 (06/30/2021),0.94 (06/30/2021),0.98 (06/30/2021),10 years,12/08/2011,$216.46,183% (06/30/2020),"$2,500.00",N,2.27%,2.28%,N,  47% (1386 Funds),  60% (1257 Funds),  65% (1099 Funds),-,-,-,"$2,500",-,-,$   0.00 (12/16/2015),18.38% (7/15/2021),1.48% (6/30/2021),7.93% (6/30/2021),16.62% (6/30/2021),$20.87,-$0.04,-0.19%,-,-,"$2,500.00",$   0.00 (12/16/2015)
AB Small Cap Growth Portfolio Class A (QUASX),Small Growth,2.34%,49.84% (6/30/2021),23.98% (6/30/2021),27.06% (6/30/2021),16.90% (6/30/2021),11.19% (6/30/2021),1.17%,1.17%,4 (576 Rated),4 (576 Rated),4 (505 Rated),4 (379 Rated),7,25.36 (06/30/2021),0.89 (06/30/2021),0.96 (06/30/2021),0.94 (06/30/2021),21 years,02/12/1969,"$5,376.71",75% (07/31/2020),"$2,500.00",Y,1.17%,1.17%,Y,  64% (612 Funds),  19% (576 Funds),  12% (505 Funds),   8% (379 Funds),-,-,"$2,500",-,-,$   0.00 (12/16/2015),2.34% (7/15/2021),5.56% (6/30/2021),4.82% (6/30/2021),7.97% (6/30/2021),$76.10,-$0.85,-1.10%,-,-,"$2,500.00",$   0.00 (12/16/2015)
AB Small Cap Growth Portfolio Class C (QUACX),Small Growth,1.95%,48.74% (6/30/2021),23.06% (6/30/2021),26.12% (6/30/2021),16.02% (6/30/2021),10.35% (6/30/2021),1.92%,1.92%,4 (576 Rated),4 (576 Rated),4 (505 Rated),4 (379 Rated),7,25.34 (06/30/2021),0.86 (06/30/2021),0.96 (06/30/2021),0.94 (06/30/2021),21 years,02/12/1969,"$5,376.71",75% (07/31/2020),"$2,500.00",N,1.92%,1.92%,N,  69% (612 Funds),  24% (576 Funds),  16% (505 Funds),  18% (379 Funds),-,-,"$2,500",-,-,$   0.00 (12/16/2015),1.95% (7/15/2021),5.49% (6/30/2021),4.63% (6/30/2021),7.58% (6/30/2021),$37.67,-$0.41,-1.08%,-,-,"$2,500.00",$   0.00 (12/16/2015)
AB Small Cap Value Portfolio Class A (SCAVX),Small Value,25.10%,76.87% (6/30/2021),9.54% (6/30/2021),12.78% (6/30/2021),-,10.49% (6/30/2021),1.21%,1.21%,3 (409 Rated),3 (409 Rated),3 (383 Rated),-,7,28.83 (06/30/2021),0.29 (06/30/2021),1.06 (06/30/2021),0.97 (06/30/2021),7 years,12/03/2014,$617.13,48% (11/30/2020),"$2,500.00",Y,1.21%,1.21%,Y,  32% (433 Funds),  43% (409 Funds),  38% (383 Funds),-,-,-,"$2,500",-,-,$0.0438 (12/09/2020),25.10% (7/15/2021),-3.74% (6/30/2021),3.19% (6/30/2021),29.25% (6/30/2021),$15.95,-$0.05,-0.31%,-,-,"$2,500.00",$0.0438 (12/09/2020)
AB Value Fund Class A (ABVAX),Large Value,20.29%,47.70% (6/30/2021),8.67% (6/30/2021),9.28% (6/30/2021),8.71% (6/30/2021),5.60% (6/30/2021),0.99%,0.99%,1 (1141 Rated),2 (1141 Rated),1 (1012 Rated),1 (740 Rated),6,21.71 (06/30/2021),0.34 (06/30/2021),1.07 (06/30/2021),0.98 (06/30/2021),5 years,03/29/2001,$437.88,61% (11/30/2020),"$2,500.00",Y,0.99%,0.99%,N,  29% (1210 Funds),  88% (1141 Funds),  89% (1012 Funds),  93% (740 Funds),-,-,"$2,500",-,-,$0.1769 (12/10/2020),20.29% (7/15/2021),-2.47% (6/30/2021),5.33% (6/30/2021),21.14% (6/30/2021),$18.44,-$0.09,-0.49%,-,-,"$2,500.00",$0.1769 (12/10/2020)
AB Value Fund Class C (ABVCX),Large Value,19.77%,46.55% (6/30/2021),7.82% (6/30/2021),8.43% (6/30/2021),7.90% (6/30/2021),4.83% (6/30/2021),1.75%,1.75%,1 (1141 Rated),1 (1141 Rated),1 (1012 Rated),1 (740 Rated),6,21.68 (06/30/2021),0.30 (06/30/2021),1.07 (06/30/2021),0.98 (06/30/2021),5 years,03/29/2001,$437.88,61% (11/30/2020),"$2,500.00",N,1.75%,1.75%,N,  34% (1210 Funds),  92% (1141 Funds),  94% (1012 Funds),  96% (740 Funds),-,-,"$2,500",-,-,$0.0122 (12/10/2020),19.77% (7/15/2021),-2.56% (6/30/2021),5.06% (6/30/2021),20.61% (6/30/2021),$18.54,-$0.09,-0.48%,-,-,"$2,500.00",$0.0122 (12/10/2020)
Acclivity Small Cap Value Fund Class I (AXVIX),Small Value,27.20%,82.33% (6/30/2021),-,-,-,22.83% (6/30/2021),0.54%,5.63%,-,-,-,-,7,-,-,-,-,3 years,12/31/2018,$4.52,65% (12/31/2020),"$100,000.00",N,0.54%,5.63%,N,  18% (433 Funds),-,-,-,-,-,"$100,000",-,-,$0.0122 (12/10/2020),27.20% (7/15/2021),-2.05% (6/30/2021),5.17% (6/30/2021),31.23% (6/30/2021),$15.76,-$0.04,-0.25%,-,-,"$100,000.00",$0.0122 (12/10/2020)
Acuitas US Microcap Fund Institutional Shares (AFMCX),Small Blend,26.81%,91.21% (6/30/2021),14.64% (6/30/2021),16.55% (6/30/2021),-,12.87% (6/30/2021),1.50%,1.89%,3 (603 Rated),3 (603 Rated),3 (512 Rated),-,7,29.37 (06/30/2021),0.45 (06/30/2021),1.01 (06/30/2021),0.93 (06/30/2021),7 years,07/18/2014,$66.44,74% (06/30/2020),"$100,000.00",N,1.50%,1.89%,N,   3% (653 Funds),  14% (603 Funds),  10% (512 Funds),-,-,-,"$100,000",-,-,-,26.81% (7/15/2021),2.01% (6/30/2021),6.69% (6/30/2021),33.25% (6/30/2021),$15.94,-$0.09,-0.56%,-,-,"$100,000.00",-
Adaptive Fundamental Growth Fund Institutional Class (CAFGX),Mid-Cap Growth,13.13%,33.96% (6/30/2021),10.38% (6/30/2021),12.63% (6/30/2021),-,10.64% (6/30/2021),1.27%,1.48%,1 (546 Rated),1 (546 Rated),1 (489 Rated),-,6,23.46 (06/30/2021),0.39 (06/30/2021),1.40 (06/30/2021),0.80 (06/30/2021),1 year,10/17/2013,$59.12,72.71% (05/31/2020),"$2,500.00",N,1.27%,1.48%,N,  95% (579 Funds),  99% (546 Funds),  99% (489 Funds),-,-,-,"$2,500",-,-0.70% (05/31/2021),$0.005056 (12/30/2019),13.13% (7/15/2021),6.04% (6/30/2021),10.16% (6/30/2021),10.86% (6/30/2021),$17.92,-$0.07,-0.39%,-,-,"$2,500.00",$0.005056 (12/30/2019)
Adirondack Small Cap Fund (ADKSX),Small Value,21.24%,73.65% (6/30/2021),5.24% (6/30/2021),9.47% (6/30/2021),8.23% (6/30/2021),8.88% (6/30/2021),1.36%,1.36%,2 (409 Rated),1 (409 Rated),1 (383 Rated),2 (285 Rated),7,29.84 (06/30/2021),0.13 (06/30/2021),1.08 (06/30/2021),0.95 (06/30/2021),16 years,04/06/2005,$53.96,32.52% (03/31/2021),"$3,000.00",N,1.36%,1.36%,Y,  37% (433 Funds),  93% (409 Funds),  86% (383 Funds),  86% (285 Funds),-,-,"$3,000",-,-,$0.021286 (12/18/2020),21.24% (7/15/2021),-1.00% (6/30/2021),6.74% (6/30/2021),25.70% (6/30/2021),$21.98,-$0.13,-0.59%,-,-,"$3,000.00",$0.021286 (12/18/2020)
Advisors Capital Small/Mid Cap Fund (ACSMX),Mid-Cap Blend,-,-,-,-,-,4.70% (6/30/2021),1.99%,1.99%,-,-,-,-,6,-,-,-,-,0 year,02/01/2021,$4.50,-,"$2,500.00",N,1.99%,1.99%,Y,-,-,-,-,-,-,"$2,500",-,-,-,-,0.67% (6/30/2021),5.65% (6/30/2021),-,$10.35,-$0.03,-0.29%,-,-,"$2,500.00",-
Advisors Capital US Dividend Fund (ACUSX),Large Value,9.30%,-,-,-,-,7.30% (6/30/2021),1.99%,1.99%,-,-,-,-,6,-,-,-,-,0 year,02/01/2021,$9.08,-,"$2,500.00",N,1.99%,1.99%,Y,-,-,-,-,-,-,"$2,500",-,-,-,9.30% (7/15/2021),0.66% (6/30/2021),5.61% (6/30/2021),-,$10.93,-$0.01,-0.09%,-,-,"$2,500.00",-
Aegis Value Fund Class I (AVALX),Small Value,32.64%,77.27% (6/30/2021),16.76% (6/30/2021),17.99% (6/30/2021),11.07% (6/30/2021),11.14% (6/30/2021),1.50%,1.55%,3 (409 Rated),4 (409 Rated),4 (383 Rated),2 (285 Rated),7,34.19 (06/30/2021),0.45 (06/30/2021),-,-,23 years,05/15/1998,$261.22,41% (12/31/2020),"$2,500.00",N,1.50%,1.55%,N,  30% (433 Funds),   5% (409 Funds),   6% (383 Funds),  22% (285 Funds),-,-,"$2,500",-,-,$0.44050603 (12/04/2020),32.64% (7/15/2021),-6.77% (6/30/2021),17.09% (6/30/2021),34.73% (6/30/2021),$27.92,-$0.23,-0.82%,-,-,"$2,500.00",$0.44050603 (12/04/2020)
AIG Focused Alpha Large-Cap Fund Class A (SFLAX),Large Blend,14.09%,32.00% (6/30/2021),15.91% (6/30/2021),18.41% (6/30/2021),13.83% (6/30/2021),11.10% (6/30/2021),1.65%,1.65%,3 (1257 Rated),3 (1257 Rated),4 (1099 Rated),3 (820 Rated),6,19.31 (06/30/2021),0.76 (06/30/2021),0.99 (06/30/2021),0.96 (06/30/2021),16 years,12/27/2005,$757.62,75% (10/31/2020),-,Y,1.65%,1.65%,N,  90% (1386 Funds),  69% (1257 Funds),  10% (1099 Funds),  46% (820 Funds),-,-,-,-,-,$   0.00 (12/17/2013),14.09% (7/15/2021),1.87% (6/30/2021),7.04% (6/30/2021),12.47% (6/30/2021),$30.19,-$0.19,-0.63%,-,-,-,$   0.00 (12/17/2013)
AIG Focused Alpha Large-Cap Fund Class C (SFLCX),Large Blend,13.63%,31.09% (6/30/2021),15.13% (6/30/2021),17.64% (6/30/2021),13.09% (6/30/2021),10.38% (6/30/2021),2.37%,2.37%,3 (1257 Rated),2 (1257 Rated),4 (1099 Rated),2 (820 Rated),6,19.29 (06/30/2021),0.72 (06/30/2021),0.99 (06/30/2021),0.96 (06/30/2021),16 years,12/27/2005,$757.62,75% (10/31/2020),-,N,2.37%,2.37%,N,  91% (1386 Funds),  79% (1257 Funds),  24% (1099 Funds),  62% (820 Funds),-,-,-,-,-,$   0.00 (12/17/2013),13.63% (7/15/2021),1.82% (6/30/2021),6.87% (6/30/2021),12.07% (6/30/2021),$27.02,-$0.18,-0.66%,-,-,-,$   0.00 (12/17/2013)
AIG Focused Dividend Strategy Fund Class A (FDSAX),Large Value,11.38%,25.48% (6/30/2021),5.05% (6/30/2021),7.36% (6/30/2021),10.50% (6/30/2021),7.20% (6/30/2021),1.09%,1.09%,2 (1141 Rated),1 (1141 Rated),1 (1012 Rated),3 (740 Rated),6,19.88 (06/30/2021),0.19 (06/30/2021),0.99 (06/30/2021),0.84 (06/30/2021),8 years,06/08/1998,"$4,242.68",68% (10/31/2020),-,Y,1.09%,1.09%,N,  97% (1210 Funds),  98% (1141 Funds),  96% (1012 Funds),  67% (740 Funds),-,-,-,-,1.73% (04/30/2021),$0.09231 (06/23/2021),11.38% (7/15/2021),0.08% (6/30/2021),2.12% (6/30/2021),12.06% (6/30/2021),$17.30,-$0.03,-0.17%,-,-,-,$0.09231 (06/23/2021)
AIG Focused Dividend Strategy Fund Class B (FDSBX),Large Value,11.04%,24.67% (6/30/2021),4.37% (6/30/2021),6.66% (6/30/2021),9.78% (6/30/2021),6.50% (6/30/2021),1.75%,1.75%,2 (1141 Rated),1 (1141 Rated),1 (1012 Rated),2 (740 Rated),6,19.84 (06/30/2021),0.15 (06/30/2021),0.98 (06/30/2021),0.84 (06/30/2021),8 years,06/08/1998,"$4,242.68",68% (10/31/2020),-,N,1.75%,1.75%,N,  97% (1210 Funds),  99% (1141 Funds),  98% (1012 Funds),  83% (740 Funds),-,-,-,-,1.18% (04/30/2021),$0.05945 (06/23/2021),11.04% (7/15/2021),0.06% (6/30/2021),1.94% (6/30/2021),11.77% (6/30/2021),$17.16,-$0.02,-0.12%,-,-,-,$0.05945 (06/23/2021)
AIG Focused Dividend Strategy Fund Class C (FDSTX),Large Value,11.04%,24.72% (6/30/2021),4.38% (6/30/2021),6.68% (6/30/2021),9.79% (6/30/2021),6.51% (6/30/2021),1.74%,1.74%,2 (1141 Rated),1 (1141 Rated),1 (1012 Rated),2 (740 Rated),6,19.86 (06/30/2021),0.15 (06/30/2021),0.98 (06/30/2021),0.84 (06/30/2021),8 years,06/08/1998,"$4,242.68",68% (10/31/2020),-,N,1.74%,1.74%,N,  97% (1210 Funds),  99% (1141 Funds),  98% (1012 Funds),  83% (740 Funds),-,-,-,-,1.19% (04/30/2021),$0.05911 (06/23/2021),11.04% (7/15/2021),0.06% (6/30/2021),2.00% (6/30/2021),11.77% (6/30/2021),$17.16,-$0.02,-0.12%,-,-,-,$0.05911 (06/23/2021)
AIG Focused Growth Fund Class A (FOCAX),Large Growth,6.93%,43.49% (6/30/2021),19.07% (6/30/2021),21.03% (6/30/2021),14.76% (6/30/2021),12.40% (6/30/2021),1.13%,1.67%,2 (1138 Rated),2 (1138 Rated),2 (1024 Rated),2 (761 Rated),6,22.89 (06/30/2021),0.78 (06/30/2021),1.11 (06/30/2021),0.94 (06/30/2021),16 years,07/28/2005,$726.96,53% (10/31/2020),-,Y,1.13%,1.67%,N,  29% (1239 Funds),  81% (1138 Funds),  57% (1024 Funds),  71% (761 Funds),-,-,-,-,-,$   0.00 (12/17/2013),6.93% (7/15/2021),4.47% (6/30/2021),6.12% (6/30/2021),6.21% (6/30/2021),$32.05,-$0.14,-0.43%,-,-,-,$   0.00 (12/17/2013)
AIG Focused Growth Fund Class C (FOCCX),Large Growth,6.58%,42.58% (6/30/2021),18.29% (6/30/2021),20.24% (6/30/2021),14.00% (6/30/2021),11.66% (6/30/2021),1.78%,2.32%,2 (1138 Rated),1 (1138 Rated),2 (1024 Rated),2 (761 Rated),6,22.90 (06/30/2021),0.74 (06/30/2021),1.11 (06/30/2021),0.94 (06/30/2021),16 years,07/28/2005,$726.96,53% (10/31/2020),-,N,1.78%,2.32%,N,  36% (1239 Funds),  86% (1138 Funds),  65% (1024 Funds),  82% (761 Funds),-,-,-,-,-,$   0.00 (12/17/2013),6.58% (7/15/2021),4.38% (6/30/2021),5.92% (6/30/2021),5.86% (6/30/2021),$28.47,-$0.12,-0.42%,-,-,-,$   0.00 (12/17/2013)
AIG Select Dividend Growth Fund Class A (SDVAX),Large Value,21.14%,51.95% (6/30/2021),13.90% (6/30/2021),14.27% (6/30/2021),-,11.17% (6/30/2021),1.13%,1.83%,4 (1141 Rated),3 (1141 Rated),4 (1012 Rated),-,6,23.44 (06/30/2021),0.54 (06/30/2021),1.15 (06/30/2021),0.88 (06/30/2021),7 years,05/02/2014,$99.88,47% (10/31/2020),-,Y,1.13%,1.83%,N,  16% (1210 Funds),  24% (1141 Funds),  18% (1012 Funds),-,-,-,-,-,1.40% (04/30/2021),$0.07952 (06/23/2021),21.14% (7/15/2021),-1.61% (6/30/2021),5.10% (6/30/2021),21.71% (6/30/2021),$19.74,-$0.06,-0.30%,-,-,-,$0.07952 (06/23/2021)
AIG Select Dividend Growth Fund Class C (SDVCX),Large Value,20.72%,51.06% (6/30/2021),13.16% (6/30/2021),13.49% (6/30/2021),-,10.36% (6/30/2021),1.78%,2.74%,3 (1141 Rated),3 (1141 Rated),3 (1012 Rated),-,6,23.43 (06/30/2021),0.51 (06/30/2021),1.15 (06/30/2021),0.88 (06/30/2021),7 years,05/02/2014,$99.88,47% (10/31/2020),-,N,1.78%,2.74%,N,  18% (1210 Funds),  32% (1141 Funds),  26% (1012 Funds),-,-,-,-,-,0.84% (04/30/2021),$0.042 (06/23/2021),20.72% (7/15/2021),-1.65% (6/30/2021),4.93% (6/30/2021),21.33% (6/30/2021),$19.65,-$0.06,-0.30%,-,-,-,$0.042 (06/23/2021)
AIG Strategic Value Fund Class A (SFVAX),Large Value,17.88%,40.33% (6/30/2021),8.54% (6/30/2021),9.07% (6/30/2021),9.54% (6/30/2021),8.03% (6/30/2021),1.50%,1.50%,2 (1141 Rated),2 (1141 Rated),2 (1012 Rated),2 (740 Rated),6,20.32 (06/30/2021),0.36 (06/30/2021),0.99 (06/30/2021),0.98 (06/30/2021),8 years,11/01/1999,$194.03,47% (10/31/2020),-,Y,1.50%,1.50%,N,  59% (1210 Funds),  88% (1141 Funds),  90% (1012 Funds),  86% (740 Funds),-,-,-,-,-,$0.10575 (07/14/2021),17.88% (7/15/2021),-1.16% (6/30/2021),5.15% (6/30/2021),18.32% (6/30/2021),$28.77,-$0.04,-0.14%,-,-,-,$0.10575 (07/14/2021)
AIG Strategic Value Fund Class C (SFVTX),Large Value,17.32%,39.34% (6/30/2021),7.70% (6/30/2021),8.27% (6/30/2021),8.77% (6/30/2021),7.31% (6/30/2021),2.32%,2.32%,1 (1141 Rated),2 (1141 Rated),1 (1012 Rated),1 (740 Rated),6,20.34 (06/30/2021),0.31 (06/30/2021),0.99 (06/30/2021),0.98 (06/30/2021),8 years,11/01/1999,$194.03,47% (10/31/2020),-,N,2.32%,2.32%,N,  63% (1210 Funds),  92% (1141 Funds),  95% (1012 Funds),  93% (740 Funds),-,-,-,-,-,$0.19538 (12/15/2020),17.32% (7/15/2021),-1.21% (6/30/2021),4.93% (6/30/2021),17.83% (6/30/2021),$25.81,-$0.04,-0.15%,-,-,-,$0.19538 (12/15/2020)
Akre Focus Fund Institutional Class (AKRIX),Large Growth,17.77%,27.46% (6/30/2021),21.99% (6/30/2021),22.07% (6/30/2021),18.49% (6/30/2021),17.88% (6/30/2021),1.05%,1.05%,4 (1138 Rated),3 (1138 Rated),3 (1024 Rated),5 (761 Rated),6,17.09 (06/30/2021),1.21 (06/30/2021),0.82 (06/30/2021),0.80 (06/30/2021),7 years,08/31/2009,"$16,863.37",4% (07/31/2020),"$250,000.00",N,1.05%,1.05%,N,  99% (1239 Funds),  54% (1138 Funds),  46% (1024 Funds),  12% (761 Funds),-,-,"$250,000",-,-,-,17.77% (7/15/2021),5.12% (6/30/2021),9.80% (6/30/2021),14.17% (6/30/2021),$64.83,-$0.05,-0.08%,-,-,"$250,000.00",-
Akre Focus Fund Retail Class (AKREX),Large Growth,17.60%,27.14% (6/30/2021),21.67% (6/30/2021),21.74% (6/30/2021),18.17% (6/30/2021),17.56% (6/30/2021),1.31%,1.31%,4 (1138 Rated),3 (1138 Rated),3 (1024 Rated),5 (761 Rated),6,17.10 (06/30/2021),1.19 (06/30/2021),0.82 (06/30/2021),0.80 (06/30/2021),7 years,08/31/2009,"$16,863.37",4% (07/31/2020),"$2,500.00",N,1.31%,1.31%,Y,  99% (1239 Funds),  56% (1138 Funds),  49% (1024 Funds),  15% (761 Funds),-,-,"$2,500",-,-,-,17.60% (7/15/2021),5.10% (6/30/2021),9.74% (6/30/2021),14.03% (6/30/2021),$62.95,-$0.05,-0.08%,-,-,"$2,500.00",-
Al Frank Fund Class Advisor (VALAX),Large Value,19.06%,54.90% (6/30/2021),15.22% (6/30/2021),15.56% (6/30/2021),11.78% (6/30/2021),10.96% (6/30/2021),1.24%,1.43%,4 (1141 Rated),4 (1141 Rated),5 (1012 Rated),3 (740 Rated),6,21.72 (06/30/2021),0.64 (06/30/2021),1.12 (06/30/2021),0.91 (06/30/2021),24 years,01/02/1998,$81.33,3.72% (12/31/2020),"$100,000.00",N,1.24%,1.43%,N,   9% (1210 Funds),  15% (1141 Funds),   8% (1012 Funds),  28% (740 Funds),-,-,"$100,000",-,-,$0.5022 (12/09/2020),19.06% (7/15/2021),-1.68% (6/30/2021),4.74% (6/30/2021),19.70% (6/30/2021),$29.67,-$0.14,-0.47%,-,-,"$100,000.00",$0.5022 (12/09/2020)
Al Frank Fund Class Investor (VALUX),Large Value,18.90%,54.50% (6/30/2021),14.93% (6/30/2021),15.27% (6/30/2021),11.50% (6/30/2021),10.78% (6/30/2021),1.49%,1.68%,4 (1141 Rated),4 (1141 Rated),4 (1012 Rated),3 (740 Rated),6,21.73 (06/30/2021),0.63 (06/30/2021),1.12 (06/30/2021),0.91 (06/30/2021),24 years,01/02/1998,$81.33,3.72% (12/31/2020),"$2,500.00",N,1.49%,1.68%,Y,  11% (1210 Funds),  17% (1141 Funds),   9% (1012 Funds),  38% (740 Funds),-,-,"$2,500",-,-,$0.442 (12/09/2020),18.90% (7/15/2021),-1.69% (6/30/2021),4.65% (6/30/2021),19.54% (6/30/2021),$29.57,-$0.14,-0.47%,-,-,"$2,500.00",$0.442 (12/09/2020)
Alger Capital Appreciation Fund Class A (ACAAX),Large Growth,12.78%,39.53% (6/30/2021),24.00% (6/30/2021),23.31% (6/30/2021),17.17% (6/30/2021),13.38% (6/30/2021),1.17%,1.17%,4 (1138 Rated),4 (1138 Rated),4 (1024 Rated),4 (761 Rated),6,19.34 (06/30/2021),1.17 (06/30/2021),0.97 (06/30/2021),0.98 (06/30/2021),17 years,12/31/1996,"$3,263.73",89.91% (10/31/2020),"$2,500.00",Y,1.17%,1.17%,Y,  61% (1239 Funds),  32% (1138 Funds),  33% (1024 Funds),  29% (761 Funds),-,-,"$2,500",-,0.00% (02/01/2021),$   0.00 (12/18/2014),12.78% (7/15/2021),5.58% (6/30/2021),10.94% (6/30/2021),12.05% (6/30/2021),$37.16,-$0.37,-0.99%,-,-,"$2,500.00",$   0.00 (12/18/2014)
